Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"Charles Lwanga and companions and other Martyrs of Uganda, 1886 and 1978 ",03/06/2004,,,,TRUE,"Lectionary Details for 03/06/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass From the Common of martyrs or From the Proper of the Season (Thursday of the Ninth week in Ordinary Time) First Reading: Second Timothy 2:8-15 Responsorial Psalm: Psalms 25:4-5, 8-9, 10, 14 Gospel: Mark 12:28-34

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Petroc, Abbot of Padstow, 6th Century",04/06/2004,,,,TRUE,"Lectionary Details for 04/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Second Timothy 3:10-17 Responsorial Psalm: Psalms 119:157, 160, 161, 165, 166, 168 Gospel: Mark 12:35-37

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Boniface (Wynfrith) of Crediton, Bishop, Apostle of Germany and Martyr, 754 ",05/06/2004,,,,TRUE,"Lectionary Details for 05/06/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass From the Common of martyrs or From the Common of pastors [for missionaries] or From the Proper of the Season (Saturday of the Ninth week in Ordinary Time) First Reading: Second Timothy 4:1-8 Responsorial Psalm: Psalms 71:8-9, 14-15, 16-17, 22 Gospel: Mark 12:38-44

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
The Holy Trinity,06/06/2004,,,,TRUE,"Lectionary Details for 06/06/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Proverbs 8:22-31 Responsorial Psalm: Psalms 8:4-5, 6-7, 8-9 Second Reading: Romans 5:1-5 Gospel: John 16:12-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Tenth week in Ordinary Time,07/06/2004,,,,TRUE,"Lectionary Details for 07/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: First Kings 17:1-7 Responsorial Psalm: Psalms 121:1-2, 3-4, 5-6, 7-8 Gospel: Matthew 5:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Thomas Kenn, Bishop",08/06/2004,,,,TRUE,"Lectionary Details for 08/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: First Kings 17:7-16 Responsorial Psalm: Psalms 4:2-3, 4-5, 7-8 Gospel: Matthew 5:13-16

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Columba, Abbot of Iona, Missionary, 597; Ephraim of Syria, Deacon, Doctor, 373",09/06/2004,,,,TRUE,"Lectionary Details for 09/06/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: First Kings 18:20-39 Responsorial Psalm: Psalms 16:1-2, 4, 5, 8, 11 Gospel: Matthew 5:17-19 Saint Ephrem, deacon and doctor - Optional Memorial Readings for Mass From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
The Body and Blood of Christ (Corpus Christi),10/06/2004,,,,TRUE,"Lectionary Details for 10/06/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Genesis 14:18-20 Responsorial Psalm: Psalms 110:1, 2, 3, 4 Second Reading: First Corinthians 11:23-26 Gospel: Luke 9:11-17 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Barnabas, Apostle ",11/06/2004,,,,TRUE,"Lectionary Details for 11/06/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 2
Readings for Mass First Reading: Acts 11:21-26; 13:1-3 Responsorial Psalm: Psalms 98:1, 2-3, 3-4, 5-6 Gospel: Matthew 10:7-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,12/06/2004,,,,TRUE,"Lectionary Details for 12/06/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: First Kings 19:19-21 Responsorial Psalm: Psalms 16:1-2, 5, 7-8, 9-10 Gospel: Matthew 5:33-37 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Eleventh Sunday in Ordinary Time,13/06/2004,,,,TRUE,"Lectionary Details for 13/06/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Second Samuel 12:7-10, 13 Responsorial Psalm: Psalms 32:1-2, 5, 7, 11 Second Reading: Galatians 2:16, 19-21 Gospel: Luke 7:36--8:3 or 7:36-50 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Richard Baxter, Puritan Divine, 1691",14/06/2004,,,,TRUE,"Lectionary Details for 14/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: First Kings 21:1-16 Responsorial Psalm: Psalms 5:2-3, 5-6, 7 Gospel: Matthew 5:38-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Evelyn Underhill, Spiritual Writer, 1941",15/06/2004,,,,TRUE,"Lectionary Details for 15/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: First Kings 21:17-29 Responsorial Psalm: Psalms 51:3-4, 5-6, 11, 16 Gospel: Matthew 5:43-48

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Richard, Bishop of Chichester, 1253; Joseph Butler, Bishop of Durham, Philosopher, 1752",16/06/2004,,,,TRUE,"Lectionary Details for 16/06/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Second Kings 2:1, 6-14 Responsorial Psalm: Psalms 31:20, 21, 24 Gospel: Matthew 6:1-6, 16-18

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Samuel and Henrietta Barnett, Social Reformers, 1913 and 1936; Alban, First Martyr of Britain, 250",17/06/2004,,,,TRUE,"Lectionary Details for 17/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Sirach 48:1-14 Responsorial Psalm: Psalms 97:1-2, 3-4, 5-6, 7 Gospel: Matthew 6:7-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Sacred Heart of Jesus,18/06/2004,,,,TRUE,"Lectionary Details for 18/06/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Ezekiel 34:11-16 Responsorial Psalm: Psalms 23:1-3, 3-4, 5, 6 Second Reading: Romans 5:5-11 Gospel: Luke 15:3-7

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Immaculate Heart of Mary,19/06/2004,,,,TRUE,"Lectionary Details for 19/06/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Second Chronicles 24:17-25 Responsorial Psalm: Psalms 89:4-5, 29-30, 31-32, 33-34 Gospel: Matthew 6:24-34 Saint Romuald, abbot - Optional Memorial Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season Immaculate Heart of Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season or From this reading Gospel: Luke 2:41-51 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Twelfth Sunday in Ordinary Time, Second Sunday after Trinity",20/06/2004,,,,TRUE,"Lectionary Details for 20/06/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Zechariah 12:10-11 Responsorial Psalm: Psalms 62:2, 3-4, 5-6, 8-9 Second Reading: Galatians 3:26-29 Gospel: Luke 9:18-24

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Aloysius Gonzaga, religious ",21/06/2004,,,,TRUE,"Lectionary Details for 21/06/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season (Monday of the Twelfth week in Ordinary Time) First Reading: Second Kings 17:5-8, 13-15, 18 Responsorial Psalm: Psalms 60:3, 4-5, 12-13 Gospel: Matthew 7:1-5

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Fisher and Thomas More, Alban First Martyr of Britain",22/06/2004,,,,TRUE,"Lectionary Details for 22/06/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 4
Readings for Mass First Reading: Second Kings 19:9-11, 14-21, 31-35, 36 Responsorial Psalm: Psalms 48:2-3, 3-4, 10-11 Gospel: Matthew 7:6, 12-14 Saint Paulinus of Nola, bishop - Optional Memorial Readings for Mass From the Common of pastors or From the Proper of the Season or From this reading First Reading: Second Corinthians 8:9-15 Saints John Fisher, bishop and martyr, and Thomas More, martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Ethelreda, Abbess of Ely c678 EMBER DAY",23/06/2004,,,,TRUE,"Lectionary Details for 23/06/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Second Kings 22:8-13; 23:1-3 Responsorial Psalm: Psalms 119:33, 34, 35, 36, 37, 40 Gospel: Matthew 7:15-20 Readings for Vigil Mass for Birth of Saint John the Baptist First Reading: Jeremiah 1:4-10 Responsorial Psalm: Psalms 71:1-2, 3-4, 5-6, 15, 17 Second Reading: First Peter 1:8-12 Gospel: Luke 1:5-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Birth of John the Baptist,24/06/2004,,,,TRUE,"Lectionary Details for 24/06/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Isaiah 49:1-6 Responsorial Psalm: Psalms 139:1-3, 13-14, 14-15 Second Reading: Acts 13:22-26 Gospel: Luke 1:57-66, 80

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
EMBER DAY,25/06/2004,,,,TRUE,"Lectionary Details for 25/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Second Kings 25:1-12 Responsorial Psalm: Psalms 137:1-2, 3, 4-5, 6 Gospel: Matthew 8:1-4

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
EMBER DAY,26/06/2004,,,,TRUE,"Lectionary Details for 26/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Lamentations 2:2, 10-14, 18-19 Responsorial Psalm: Psalms 74:1-2, 3-5, 5-7, 20-21 Gospel: Matthew 8:5-17 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Thirteenth Sunday in Ordinary Time, Third Sunday after Trinity",27/06/2004,,,,TRUE,"Lectionary Details for 27/06/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: First Kings 19:16-21 Responsorial Psalm: Psalms 16:1-2, 5, 7-8, 9-10, 11 Second Reading: Galatians 5:1, 13-18 Gospel: Luke 9:51-62

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Irenaeus, Bishop and Martyr  200",28/06/2004,,,,TRUE,"Lectionary Details for 28/06/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass From the Common of martyrs or From the Common of doctors of the Church or From the Proper of the Season (Monday of the Thirteenth week in Ordinary Time) First Reading: Amos 2:6-10, 13-16 Responsorial Psalm: Psalms 50:16-17, 18-19, 20-21, 22-23 Gospel: Matthew 8:18-22 or From this reading First Reading: Second Timothy 2:22-26 Readings for Vigil Mass for Saints Peter and Paul, apostles First Reading: Acts 3:1-10 Responsorial Psalm: Psalms 19:2-3, 4-5 Second Reading: Galatians 1:11-20 Gospel: John 21:15-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Peter and Paul, Apostles - SOLEMNITY",29/06/2004,,,,TRUE,"Lectionary Details for 29/06/2004
Year: C/2 Colour: Red Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Acts 12:1-11 Responsorial Psalm: Psalms 34:2-3, 4-5, 6-7, 8-9 Second Reading: Second Timothy 4:6-8, 17-18 Gospel: Matthew 16:13-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Thirteenth week in Ordinary Time,30/06/2004,,,,TRUE,"Lectionary Details for 30/06/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Amos 5:14-15, 21-24 Responsorial Psalm: Psalms 50:7, 8-9, 10-11, 12-13, 16-17 Gospel: Matthew 8:28-34 First Martyrs of the Church of Rome - Optional Memorial Readings for Mass From the Common of martyrs Especially First Reading: Romans 8:31-39 or From the Proper of the Season or From this reading Gospel: Matthew 24:4-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Henry, John and Henry Venn the Younger, Priests, Evangelical Divines, 1779 1813 and 1873; Oliver Plunkett, Bishop and Martyr",01/07/2004,,,,TRUE,"Lectionary Details for 01/07/2004
Year: C/2 Colour: White or Red  - Divine Office Week: 1
Readings for Mass First Reading: Amos 7:10-17 Responsorial Psalm: Psalms 19:8, 9, 10, 11 Gospel: Matthew 9:1-8 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Thirteenth week in Ordinary Time,02/07/2004,,,,TRUE,"Lectionary Details for 02/07/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Amos 8:4-6, 9-12 Responsorial Psalm: Psalms 119:2, 10, 20, 30, 40, 131 Gospel: Matthew 9:9-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Thomas, Apostle ",03/07/2004,,,,TRUE,"Lectionary Details for 03/07/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 2:19-22 Responsorial Psalm: Psalms 117:1, 2 Gospel: John 20:24-29

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Fourteenth Sunday in Ordinary Time, Fourth Sunday after Trinity",04/07/2004,,,,TRUE,"Lectionary Details for 04/07/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 66:10-14 Responsorial Psalm: Psalms 66:1-3, 4-5, 6-7, 16, 20 Second Reading: Galatians 6:14-18 Gospel: Luke 10:1-12, 17-20 or 10:1-9

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Anthony Maria Zaccaria, Priest",05/07/2004,,,,TRUE,"Lectionary Details for 05/07/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Hosea 2:16, 17-18, 21-22 Responsorial Psalm: Psalms 145:2-3, 4-5, 6-7, 8-9 Gospel: Matthew 9:18-26 Saint Anthony Mary Zaccaria, priest - Optional Memorial Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Common of holy men and women [for teachers] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Maria Goretti, Virgin and Martyr",06/07/2004,,,,TRUE,"Lectionary Details for 06/07/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Hosea 8:4-7, 11-13 Responsorial Psalm: Psalms 115:3-4, 5-6, 7-8, 9-10 Gospel: Matthew 9:32-38 Saint Maria Goretti, virgin and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of virgins or From the Proper of the Season or From this reading First Reading: First Corinthians 6:13-15, 17-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Fourteenth week in Ordinary Time,07/07/2004,,,,TRUE,"Lectionary Details for 07/07/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Hosea 10:1-3, 7-8, 12 Responsorial Psalm: Psalms 105:2-3, 4-5, 6-7 Gospel: Matthew 10:1-7

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Fourteenth week in Ordinary Time,08/07/2004,,,,TRUE,"Lectionary Details for 08/07/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Hosea 11:1, 3-4, 8-9 Responsorial Psalm: Psalms 80:2, 3, 15-16 Gospel: Matthew 10:7-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Augustine Zhao Rong, Priest and his companions",09/07/2004,,,,TRUE,"Lectionary Details for 09/07/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Hosea 14:2-10 Responsorial Psalm: Psalms 51:3-4, 8-9, 12-13, 14, 17 Gospel: Matthew 10:16-23

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,10/07/2004,,,,TRUE,"Lectionary Details for 10/07/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 6:1-8 Responsorial Psalm: Psalms 93:1, 1-2, 5 Gospel: Matthew 10:24-33 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Fifteenth Sunday in Ordinary Time, Fifth Sunday after Trinity",11/07/2004,,,,TRUE,"Lectionary Details for 11/07/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Deuteronomy 30:10-14 Responsorial Psalm: Psalms 69:14, 17, 30-31, 33-34, 36, 37 Second Reading: Colossians 1:15-20 Gospel: Luke 10:25-37

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Fifteenth week in Ordinary Time,12/07/2004,,,,TRUE,"Lectionary Details for 12/07/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Isaiah 1:10-17 Responsorial Psalm: Psalms 50:8-9, 16-17, 21, 23 Gospel: Matthew 10:34--11:1

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Henry, Religious",13/07/2004,,,,TRUE,"Lectionary Details for 13/07/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Isaiah 7:1-9 Responsorial Psalm: Psalms 48:2-3, 3-4, 5-6, 7-8 Gospel: Matthew 11:20-24 Saint Henry - Optional Memorial Readings for Mass From the Common of holy men and women or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Keble, Priest, Tractarian, Poet 1866",14/07/2004,,,,TRUE,"Lectionary Details for 14/07/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Isaiah 10:5-7, 13-16 Responsorial Psalm: Psalms 94:5-6, 7-8, 9-10, 14-15 Gospel: Matthew 11:25-27 Saint Camillus de Lellis, priest - Optional Memorial Readings for Mass From the Common of holy men and women [for those who worked for the disadvantaged] or From the Proper of the Season 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Bonaventure, Bishop and doctor; Swithun, Bishop of Winchester, c862",15/07/2004,,,,TRUE,"Lectionary Details for 15/07/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season (Thursday of the Fifteenth week in Ordinary Time) First Reading: Isaiah 26:7-9, 12, 16-19 Responsorial Psalm: Psalms 102:13-14, 15, 16-18, 19-21 Gospel: Matthew 11:28-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of Mount Carmel; Osmund Bishop of Salisbury 1099,16/07/2004,,,,TRUE,"Lectionary Details for 16/07/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Isaiah 38:1-6, 21-22, 7-8 Responsorial Psalm: Isaiah 38:10, 11, 12, 16 Gospel: Matthew 12:1-8 Our Lady of Mount Carmel - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,17/07/2004,,,,TRUE,"Lectionary Details for 17/07/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Micah 2:1-5 Responsorial Psalm: Psalms 10:1-2, 3-4, 7-8, 14 Gospel: Matthew 12:14-21 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Sixteenth Sunday in Ordinary Time, Sixth Sunday after Trinity",18/07/2004,,,,TRUE,"Lectionary Details for 18/07/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Genesis 18:1-10 Responsorial Psalm: Psalms 15:2-3, 3-4, 5 Second Reading: Colossians 1:24-28 Gospel: Luke 10:38-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Gregory of Nyssa, Bishop and Doctor and his sister, Macrina",19/07/2004,,,,TRUE,"Lectionary Details for 19/07/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Micah 6:1-4, 6-8 Responsorial Psalm: Psalms 50:5-6, 8-9, 16-17, 21, 23 Gospel: Matthew 12:38-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Apollinaris, Bishop and Martyr; Margaret of Antioch, Martyr, 4th Century; Bertholome de las Casas, Apostle to the Indes, 1566",20/07/2004,,,,TRUE,"Lectionary Details for 20/07/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass First Reading: Micah 7:14-15, 18-20 Responsorial Psalm: Psalms 85:2-4, 5-6, 7-8 Gospel: Matthew 12:46-50

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Lawrence of Brindisi, Priest and Doctor",21/07/2004,,,,TRUE,"Lectionary Details for 21/07/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Jeremiah 1:1, 4-10 Responsorial Psalm: Psalms 71:1-2, 3-4, 5-6, 15, 17 Gospel: Matthew 13:1-9 Saint Lawrence of Brindisi, priest and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
 Mary Magdalene ,22/07/2004,,,,TRUE,"Lectionary Details for 22/07/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: 4
Readings for Mass First Reading: Song of Songs 3:1-4, or Second Corinthians 5:14-17 Responsorial Psalm: Psalms 63:2, 3-4, 5-6, 8-9 Gospel: John 20:1-2, 11-18

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
