Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
Tuesday of Easter 4,15/04/2008,00:00:00,16/04/2008,00:00:00,TRUE,FALSE,14/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 11:19-26
Psalm 87
John 10:22-30

Daily Prayer
Exodus 32:21-34
1 Thessalonians 1:1-10
Matthew 5:11-16
",,,Normal,,Normal,3
"Magnus of Orkney,  Martyr,  c:1116 [6] Red",16/04/2008,00:00:00,17/04/2008,00:00:00,TRUE,FALSE,15/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 12:24-13:5a
Psalm 67
John 12:44-50

Daily Prayer
Exodus 33:1-23
1 Thessalonians 2:1-12
Matthew 5:17-20 
",,,Normal,,Normal,3
"Donnan,  Abbot and Companions,  Martyrs,  c:617 [6] Red",17/04/2008,00:00:00,18/04/2008,00:00:00,TRUE,FALSE,16/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 13:13-25
Psalm 89:1-2, 19-26
John 13:16-20

Daily Prayer
Exodus 34:1-17
1 Thessalonians 2:13-20
Matthew 5:21-26 
",,,Normal,,Normal,3
Friday of Easter 4,18/04/2008,00:00:00,19/04/2008,00:00:00,TRUE,FALSE,17/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 13:26-33
Psalm 2
John 14:1-7

Daily Prayer
Exodus 34:18-35
1 Thessalonians 3:1-13
Matthew 5:27-37 
",,,Normal,,Normal,3
Saturday of Easter 4,19/04/2008,00:00:00,20/04/2008,00:00:00,TRUE,FALSE,18/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 13:44-52
Psalm 98
John 14:7-14 

Daily Prayer
Exodus 40:18-38
1 Thessalonians 4:1-12
Matthew 5:38-48
",,,Normal,,Normal,3
Fifth Sunday of Easter [1] White / SPB Fourth Sunday after Easter,20/04/2008,00:00:00,21/04/2008,00:00:00,TRUE,FALSE,19/04/2008,23:45:00,,,,,,,"Eucharist
Acts 7:55-60
Psalm 31:1-5, 15-16
1 Peter 2:2-10
John 14:1-14

Daily Prayer
Isaiah 60:1-14
Revelation 3:1-13
Mark 16:9-16
",,,Normal,,Normal,3
"Anselm of Canterbury,  Bishop and Teacher of the Faith,  1109 [6] White",21/04/2008,00:00:00,22/04/2008,00:00:00,TRUE,FALSE,20/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 14:5-18 
Psalm 115:1-12 
John 14:21-26

Daily Prayer
Leviticus 8:1-13, 30-36 
1 Thessalonians 4:13-18 
Matthew 6:1-6, 16-18
",,,Normal,,Normal,3
"Maelrubha of Applecross,  Abbot,  722 [6] White (translated from 20 April) ",22/04/2008,00:00:00,23/04/2008,00:00:00,TRUE,FALSE,21/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 14:19-27 
Psalm 145:10-13, 22 
John 14:27-31a

Daily Prayer
Leviticus 16:1-19 
1 Thessalonians 5:1-11 
Matthew 6:7-15 
",,,Normal,,Normal,3
"George,  Patron of England,  Martyr,  c:303 [6] Red",23/04/2008,00:00:00,24/04/2008,00:00:00,TRUE,FALSE,22/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 15:1-6 
Psalm 122 
John 15:1-8

Daily Prayer
Leviticus 16:20-34 
1 Thessalonians 5:12-28 
Matthew 6:19-24
",,,Normal,,Normal,3
Thursday of Easter 5,24/04/2008,00:00:00,25/04/2008,00:00:00,TRUE,FALSE,23/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 15:7-21 
Psalm 96:1-3, 10-13 
John 15:9-11

Daily Prayer
Leviticus 19:1-18
2 Thessalonians 1:1-12
Matthew 6:25-34 
",,,Normal,,Normal,3
"Mark,  Evangelist [4] Red",25/04/2008,00:00:00,26/04/2008,00:00:00,TRUE,FALSE,24/04/2008,23:45:00,,,,,,,"Eucharist
Isaiah 52:7-10
Psalm 2:7-13 or 119:9-16
Ephesians 4:7-16
Mark 1:1-15 or 13:5-13

Daily Prayer
Morning:
Sirach 2:1-11
Acts 12:25-13:3

Evening:
Isaiah 62:6-12
2 Timothy 4:1-11
",,,Normal,,Normal,3
"Albert Ernest Laurie,  Priest,  1937 [6] White",26/04/2008,00:00:00,27/04/2008,00:00:00,TRUE,FALSE,25/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 16:1-10
Psalm 100
John 15:18-21

Daily Prayer
Leviticus 23:22-44
2 Thessalonians 3:1-18
Matthew:7:13-21
",,,Normal,,Normal,3
Sixth Sunday of Easter [1] White / SPB Fifth Sunday after Easter,27/04/2008,00:00:00,28/04/2008,00:00:00,TRUE,FALSE,26/04/2008,23:45:00,,,,,,,"Eucharist
Acts 17:22-31
Psalm 66:7-18
1 Peter 3:13-22
John 14:15-21

Daily Prayer
Song of Solomon 4:16-5:2; 8:6-7
Revelation 3:14-22
Luke 22:24-30
",,,Normal,,Normal,3
Monday of Easter 6,28/04/2008,00:00:00,29/04/2008,00:00:00,TRUE,FALSE,27/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 16:11-15
Psalm 149
John 15:26-16:4a

or

Rogation Day Eucharist
Deuteronomy 26:1-11
Psalm 65
2 Corinthians 9:6-15
Luke 17:11-19

Daily Prayer
Leviticus 25:1-17
Colossians 1:9-14
Matthew 13:1-16 
",,,Normal,,Normal,3
"Catherine of Siena,  Mystic and Teacher of the Faith,  1380 [6] White",29/04/2008,00:00:00,30/04/2008,00:00:00,TRUE,FALSE,28/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 16: 19b-34
Psalm 138
John 16:4b-11

or Rogation Day Eucharist
Joel 2:21-27
Psalm 100
Philippians 4:4-9
John 6:25-35

Daily Prayer
Leviticus 25:35-55
1 Timothy 2:1-6
Matthew 13:18-23
",,,Normal,,Normal,3
Wednesday of Easter 6,30/04/2008,00:00:00,01/05/2008,00:00:00,TRUE,FALSE,29/04/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 17:15,  22-18:8
Psalm 148
John 16:12-20

or Rogation Day Eucharist
Deuteronomy 8:7-18
Psalm 126
1 Timothy 2:1-7
Matthew 6:25-33

Daily Prayer
Morning:
Leviticus 26:1-20, (27-42) 
Ephesians 1:1-10 
Matthew 22:41-46 

Evening:
2 Kings 2:1-15
Revelation 5:1-14 
",,,Normal,,Normal,3
ASCENSION DAY [1] White,01/05/2008,00:00:00,02/05/2008,00:00:00,TRUE,FALSE,30/04/2008,23:45:00,,,,,,,"Eucharist A, B, C
Acts 1:1-11
Psalm 47 or 93
Ephesians 1:15-23
Luke 24:44-53

Daily Prayer
Daniel 7:9-14
Hebrews 2:5-18
Matthew 28:16-20
",,,Normal,,Normal,3
"Philippiansip and James,  Apostles [4] Red (translated from 1 May) ",02/05/2008,00:00:00,03/05/2008,00:00:00,TRUE,FALSE,01/05/2008,23:45:00,,,,,,,"Eucharist
Isaiah 30:18-21
Psalm 15 or 119:1-8
2 Corinthians 4-1-6 or Ephesians 1:3-10
John 14: (1-5) 6-14

Daily Prayer
Morning:
Job 23:1-12
John 1:43-51

Evening:
Proverbs 4:7-18
John 12:20-26
",,,Normal,,Normal,3
"Athenasius,  Bishop and Teacher of the Faith,  373 [6] White (translated from 2 May) DP New Life: The Spirit (until the evening of the Day of Pentecost) ",03/05/2008,00:00:00,04/05/2008,00:00:00,TRUE,FALSE,02/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 18:23-28
Psalm 47:1-2, 7-10
John 16:23b-28

Daily Prayer
Numbers 11:16-17, 24-29
Ephesians 2:11-22
Matthew 7:28-8:4 
",,,Normal,,Normal,3
Seventh Sunday of Easter [1] White / SPB Sunday after Ascension Day,04/05/2008,00:00:00,05/05/2008,00:00:00,TRUE,FALSE,03/05/2008,23:45:00,,,,,,,"Eucharist
Acts 1:6-14
Psalm 68:1-10, 33-36
1 Peter 4:12-14; 5:6-11
John 17:1-11

Daily Prayer
Isaiah 61:1-11
Ephesians 4:7-16
Luke 4:14-21
",,,Normal,,Normal,3
Monday of Easter 7,05/05/2008,00:00:00,06/05/2008,00:00:00,TRUE,FALSE,04/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 19:1-10
Psalm 68:1-6
John 16:29-33

Daily Prayer
Joshua 1:1-9
Ephesians 3:1-13
Matthew 8:5-17
",,,Normal,,Normal,3
Tuesday of Easter 7,06/05/2008,00:00:00,07/05/2008,00:00:00,TRUE,FALSE,05/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 20:17-27
Psalm 68:7-20
John 17:1-11a

Daily Prayer
1 Samuel 16:1-13a
Ephesians 3:14-21
Matthew 8:18-27 
",,,Normal,,Normal,3
Wednesday of Easter 7,07/05/2008,00:00:00,08/05/2008,00:00:00,TRUE,FALSE,06/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 20:28-38
Psalm 68:28-36
John 17:11b-19

Daily Prayer
Isaiah 4:2-6
Ephesians 4:1-16
Matthew 8:28-34 
",,,Normal,,Normal,3
"Julian of Norwich,  c:1413 [6] White (translated from 8th) ",08/05/2008,00:00:00,09/05/2008,00:00:00,TRUE,FALSE,07/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 22:30; 23:6-11
Psalm 16
John 17:20-26

Daily Prayer
Zechariah 4:1-14
Ephesians 4:17-32
Matthew 9:1-8
",,,Normal,,Normal,3
Friday of Easter 7,09/05/2008,00:00:00,10/05/2008,00:00:00,TRUE,FALSE,08/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 25:13-21
Psalm 103:1-2, 19-22
John 21:15-19

Daily Prayer
Jeremiah 31:27-34
Ephesians 5:1-20
Matthew 9:9-17 
",,,Normal,,Normal,3
Saturday of Easter 7,10/05/2008,00:00:00,11/05/2008,00:00:00,TRUE,FALSE,09/05/2008,23:45:00,,,,,,,"Daily Eucharist
Acts 28:16-20, 30-31
Psalm 11
John 21:20-25

Daily Prayer
Morning:
Ezekiel 36:22-27 
Ephesians 6:10-24 
Matthew 9:18-26 

Evening:
Exodus 19:3-8a, 16-20
1 Peter 2:4-10 
",,,Normal,,Normal,3
THEvening: DAY OF PENTECOST (Whitsunday) [1] Red,11/05/2008,00:00:00,12/05/2008,00:00:00,TRUE,FALSE,10/05/2008,23:45:00,,,,,,,"Eucharist
Acts 2:1-21 or Numbers 11:24-30
Psalm 104:25-35, 37
1 Corinthians 12:3b-13 or Acts 2:1-21
John 20:19-23 or John 7:37-39

Daily Prayer
Ezekiel 36:22-28
Acts 2:22-38
John 20:19-23
",,,Normal,,Normal,3
"Thomas Rattray,  Bishop,  1743 [6] White",12/05/2008,00:00:00,13/05/2008,00:00:00,TRUE,FALSE,11/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 1:1-11
Psalm 119:65-72
Mark 8:11-13 

Daily Prayer
Ezekiel 33:1-11
1 John 1:1-10
Matthew 9:27-34 
",,,Normal,,Normal,3
Tuesday after Pentecost,13/05/2008,00:00:00,14/05/2008,00:00:00,TRUE,FALSE,12/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 1:12-18
Psalm 94:12-19
Mark 8:14-21  

Daily Prayer
Ezekiel 33:21-33
1 John 2:1-11
Matthew 9:35-10:4
",,,Normal,,Normal,3
"Matthias,  Apostle [4] Red",14/05/2008,00:00:00,15/05/2008,00:00:00,TRUE,FALSE,13/05/2008,23:45:00,,,,,,,"Eucharist
Isaiah 22:15-25
Psalm 15
Acts 1:15-26 or Philippians 3:13b-22
John 15: (6-8) 9-17

Daily Prayer
Morning:
1 Samuel 16:1-13
1 John 2:18-25

Evening:
1 Samuel 12:1-5
Acts 20:17-35
",,,Normal,,Normal,3
Thursday after Pentecost,15/05/2008,00:00:00,16/05/2008,00:00:00,TRUE,FALSE,14/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 2:1-9
Psalm 72:1-4, 13-1 4
Mark 8:27-33 

Daily Prayer
Ezekiel 37:21b-28
1 John 2:18-29
Matthew 10:16-23  
",,,Normal,,Normal,3
Friday after Pentecost,16/05/2008,00:00:00,17/05/2008,00:00:00,TRUE,FALSE,15/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 2:14-26
Psalm 112
Mark 8:34-9:1 

Daily Prayer
Ezekiel 39:21-29
1 John 3:1-10
Matthew 10:24-33 
",,,Normal,,Normal,3
Saturday after Pentecost,17/05/2008,00:00:00,18/05/2008,00:00:00,TRUE,FALSE,16/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 3:1-10
Psalm 12:1-7
Mark 9:2-13  

Daily Prayer
Ezekiel 47:1-12
1 John 3:11-18
Matthew 10:34-42
",,,Normal,,Normal,3
Trinity Sunday [2] (Pentecost 1) White,18/05/2008,00:00:00,19/05/2008,00:00:00,TRUE,FALSE,17/05/2008,23:45:00,,,,,,,"Eucharist
Genesis 1:1-2:4a
Psalm 8
2 Corinthians 13:11-13
Matthew 28:16-20

Daily Prayer
Ezekiel 1:4-10, 22-28a
Revelation 4:1-11
Mark 1:1-13
",,,Normal,,Normal,3
Monday of Pentecost 1,19/05/2008,00:00:00,20/05/2008,00:00:00,TRUE,FALSE,18/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 3:13-18
Psalm 19:7-14
Mark 9:14-29 

Daily Prayer
Proverbs 3:11-20
1 John 3:18-4:6
Matthew 11:1-6 
",,,Normal,,Normal,3
Tuesday of Pentecost 1,20/05/2008,00:00:00,21/05/2008,00:00:00,TRUE,FALSE,19/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 4:1-10
Psalm 51:11-18
Mark 9:30-37 

Daily Prayer
Proverbs 4:1-27
1 John 4:7-21
Matthew 11:7-15 
",,,Normal,,Normal,3
"Helena,  c:330 [6] White",21/05/2008,00:00:00,22/05/2008,00:00:00,TRUE,FALSE,20/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 4:13-17
Psalm 49:1-9, 16-20
Mark 9:38-41 

Daily Prayer
Proverbs 6:1-19
1 John 5:1-12
Matthew 11:16-24 
",,,Normal,,Normal,3
Corpus Christi [5] White,22/05/2008,00:00:00,23/05/2008,00:00:00,TRUE,FALSE,21/05/2008,23:45:00,,,,,,,"Thanksgiving for Holy Communion

Exodus 16:9-15
Psalm 116:10-17
1 Corinthians 10:16-17 or 1 Corinthians 11:23-26
John 6: (51-52) 53-58

Daily Prayer
Proverbs 7:1-27
1 John 5:13-21
Matthew 11:25-30 
",,,Normal,,Normal,3
"William of Perth (or Romanschester) ,  1201 [6] White",23/05/2008,00:00:00,24/05/2008,00:00:00,TRUE,FALSE,22/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 5:9-12
Psalm 103:1-4, 8-13
Mark 10:1-12 

Daily Prayer
Proverbs 8:1-21
2 John 1-13
Matthew 12:1-14 
",,,Normal,,Normal,3
Saturday of Pentecost 1,24/05/2008,00:00:00,25/05/2008,00:00:00,TRUE,FALSE,23/05/2008,23:45:00,,,,,,,"Daily Eucharist
James 5:13-20
Psalm 141
Mark 10:13-16 

Daily Prayer
Proverbs 8:22-36
3 John 1-15
Matthew 12:15-21
",,,Normal,,Normal,3
Pentecost 2 [3] Green / SPB Trinity 1,25/05/2008,00:00:00,26/05/2008,00:00:00,TRUE,FALSE,24/05/2008,23:45:00,,,,,,,"Week of Proper 8

Eucharist
Isaiah 49:8-16a
Psalm 131
1 Corinthians 4:1-5
Matthew 6:24-34

Daily Prayer
Genesis 2:4b-25
Galatians 5:2-10
Luke 8:22-35
",,,Normal,,Normal,3
"Augustine of Canterbury,  Bishop,  c:604 [6] White",26/05/2008,00:00:00,27/05/2008,00:00:00,TRUE,FALSE,25/05/2008,23:45:00,,,,,,,"Daily Eucharist
P 1:3-9
Psalm 111
Mark 10:17-27

Daily Prayer
Proverbs 10:1-12
1 Timothy 1:1-17
Matthew 12:22-32
",,,Normal,,Normal,3
"Bede the Venerable,  of Jarrow,  Teacher of the Faith,  735 [6] White (translated from 25 May) ",27/05/2008,00:00:00,28/05/2008,00:00:00,TRUE,FALSE,26/05/2008,23:45:00,,,,,,,"Daily Eucharist
1 Peter 1:10-16
Psalm 98
Mark 10:28-31

Daily Prayer
Proverbs 15:16-33
1 Timothy 1:18-2:8
Matthew 12:33-42
",,,Normal,,Normal,3
Wednesday of Pentecost 2,28/05/2008,00:00:00,29/05/2008,00:00:00,TRUE,FALSE,27/05/2008,23:45:00,,,,,,,"Daily Eucharist
1 Peter 1:18-2:1
Psalm 147:13-21
Mark 10:32-45

Daily Prayer
Proverbs 17:1-20
1 Timothy 3:1-16
Matthew 12:43-50
",,,Normal,,Normal,3
Thursday of Pentecost 2,29/05/2008,00:00:00,30/05/2008,00:00:00,TRUE,FALSE,28/05/2008,23:45:00,,,,,,,"Daily Eucharist
1 Peter 2:2-5, 9-12
Psalm 100
Mark 10:46-52

Daily Prayer
Proverbs 21:30-22:6
1 Timothy 4:1-16
Matthew 13:24-30

",,,Normal,,Normal,3
Friday of Pentecost 2,30/05/2008,00:00:00,31/05/2008,00:00:00,TRUE,FALSE,29/05/2008,23:45:00,,,,,,,"Daily Eucharist
1 Peter 4:7-13
Psalm 96:7-13
Mark 11:11-26

Daily Prayer
Proverbs 23:19-21, 29-24:2
1 Timothy 5:17-22 (23-25) 
Matthew 13:31-35
",,,Normal,,Normal,3
The Visit of Mary to Elizabeth [5] White,31/05/2008,00:00:00,01/06/2008,00:00:00,TRUE,FALSE,30/05/2008,23:45:00,,,,,,,"Eucharist
1 Samuela 2:1-10 or Zephaniah 3:14-18
Psalm 113
Romans 12:9-16b
Luke 1:39-57

Daily Prayer
Morning:
1 Samuel 1:1-20
Hebrews 3:1-6

Evening:
Zechariah 2:10-13
John 3:25-30
",,,Normal,,Normal,3
Pentecost 3 [3] Green / SPB Trinity 2,01/06/2008,00:00:00,02/06/2008,00:00:00,TRUE,FALSE,31/05/2008,23:45:00,,,,,,,"Week of Proper 9

Eucharist

Continuous
Genesis 6:9-22; 7:24; 8:14-19
Psalm 46
Romans 1:16-17; 3:22b-28 (29-31) 
Matthew 7:21-29

Thematic
Deuteronomy 11:8-21, 26-28
Psalm 31:1-5, 19-24
Romans 1:16-17; 3:22b-28 (29-31) 
Matthew 7:21-29

Daily Prayer
1 Kings 19:1-16
1 John 3:1-3
Luke 11 1-13
",,,Normal,,Normal,3
"Justin of Romansme,  Martyr,  c:165 [6] Red (translated from 1 June) ",02/06/2008,00:00:00,03/06/2008,00:00:00,TRUE,FALSE,01/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Peter 1:2-7
Psalm 91
Mark 12:1-12

Daily Prayer
Ecclesiastes 1:1-11
Galatians 1:1-17
Matthew 13:44-52
",,,Normal,,Normal,3
"Charles Lwanga and his companions,  1886;  Janani Luwum,  Bishop,  1977,  Martyrs of Uganda [6] Red",03/06/2008,00:00:00,04/06/2008,00:00:00,TRUE,FALSE,02/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Peter 3:11-18
Psalm 90:1-6, 13-17
Mark 12:13-17

Daily Prayer
Ecclesiastes 2:1-17
Galatians 1:18-2:10
Matthew 13:53-58
",,,Normal,,Normal,3
"John XXIII,  Bishop of Romansme,  Reformer,  1963 [6] White",04/06/2008,00:00:00,05/06/2008,00:00:00,TRUE,FALSE,03/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Timothy 1:1-12
Psalm 123
Mark 12:18-27

Daily Prayer
Ecclesiastes 2:18-3:15
Galatians 2:11-21
Matthew 14:1-12
",,,Normal,,Normal,3
"Boniface of Mainz,  Bishop,  Missionary and Martyr,  754 [6] Red",05/06/2008,00:00:00,06/06/2008,00:00:00,TRUE,FALSE,04/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Timothy 2:8-15
Psalm 25:1-12
Mark 12:28-34

Daily Prayer
Ecclesiastes 3:16-4:3
Galatians 3:1-14
Matthew 14:13-21
",,,Normal,,Normal,3
Friday of Pentecost 3,06/06/2008,00:00:00,07/06/2008,00:00:00,TRUE,FALSE,05/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Timothy 3:10-17
Psalm 119:161-168
Mark 12:35-37

Daily Prayer
Ecclesiastes 5:1-7
Galatians 3:15-22
Matthew 14:22-36
",,,Normal,,Normal,3
Saturday of Pentecost 3,07/06/2008,00:00:00,08/06/2008,00:00:00,TRUE,FALSE,06/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Timothy 4:1-8
Psalm 71:8-17
Mark 12:38-44

Daily Prayer
Ecclesiastes 5:8-20
Galatians 3:23-4:11
Matthew 15:1-20
",,,Normal,,Normal,3
"Pentecost 4 [3] Green / SPB Trinity 3 (Ordination of the Bishop of Argyll,  2004) ",08/06/2008,00:00:00,09/06/2008,00:00:00,TRUE,FALSE,07/06/2008,23:45:00,,,,,,,"Week of Proper 10

Eucharist

Continuous
Genesis 12:1-9
Psalm 33:1-12
Romans 4:13-25
Matthew 9:9-13, 18-26

Thematic
Hosea 5:15-6:6
Psalm 50:7-15
Romans 4:13-25
Matthew 9:9-13, 18-26

Daily Prayer
Jeremiah 6:16-21
Acts 22:22-23:11
Luke 7:11-17

",,,Normal,,Normal,3
"Colossiansumba of Iona,  Abbot,  597 [4] White",09/06/2008,00:00:00,10/06/2008,00:00:00,TRUE,FALSE,08/06/2008,23:45:00,,,,,,,"Eucharist
Isaiah 61:1-3
Psalm 34:1-8 or 9-22
1 Thessalonians 2:2-12 or Ephesians 4:14-19
Matthew 5:13-16 or 28:16-20 or Luke 12:32-37

Daily Prayer
Morning:
Genesis 12:1-9
Hebrews 11:8-16

Evening:
Isaiah 52:7-12
Acts 20:25-35
",,,Normal,,Normal,3
"Ephesiansrem the Syrian,  Deacon and Teacher of the Faith,  373 [6] White (translated from 8 June) ",10/06/2008,00:00:00,11/06/2008,00:00:00,TRUE,FALSE,09/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 17:7-16
Psalm 4 
Matthew 5:13-16 

Daily Prayer
Ecclesiastes 8:14-9:10 
Galatians 4:21-31 
Matthew 15:29-39
",,,Normal,,Normal,3
"Baruchnabus,  Apostle [4] Red",11/06/2008,00:00:00,12/06/2008,00:00:00,TRUE,FALSE,10/06/2008,23:45:00,,,,,,,"Eucharist
Isaiah 45:5-12 or Job 29:11-16
Psalm 112
Acts 11:19-30; (13:1-30) 
Matthew 10:7-16 or John 15:12-17

Daily Prayer
Morning:
Sirach 31:3-11
Acts 4:32-37

Evening:
Job 29:11-16
Acts 9:26-31
",,,Normal,,Normal,3
"John Skinner,  Priest,  1807,  and John Skinner,  Bishop,  1816 [6] White",12/06/2008,00:00:00,13/06/2008,00:00:00,TRUE,FALSE,11/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 18:41-46
Psalm 65:1, 8-14
Matthew 5:20-26

Daily Prayer
Ecclesiastes 11:1-8
Galatians 5:16-24
Matthew 16:13-20
",,,Normal,,Normal,3
Friday of Pentecost 4,13/06/2008,00:00:00,14/06/2008,00:00:00,TRUE,FALSE,12/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 19:9-16
Psalm 27:10-18
Matthew 5:27-32 

Daily Prayer
Ecclesiastes 11:9-12:14
Galatians 5:25-6:10
Matthew 16:21-28
",,,Normal,,Normal,3
"Basil of Caesarea,  379;  Gregory of Nazianzus,  c:390;  Gregory of Nyssa,  394,  BishoPsalm and Teachers of the Faith [6] White",14/06/2008,00:00:00,15/06/2008,00:00:00,TRUE,FALSE,13/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 19:19-21
Psalm 16:1-7
Matthew 5:33-37 

Daily Prayer
Numbers 3:1-13
Galatians 6:11-18
Matthew 17:1-13 
",,,Normal,,Normal,3
Pentecost 5 [3] Green / SPB Trinity 4,15/06/2008,00:00:00,16/06/2008,00:00:00,TRUE,FALSE,14/06/2008,23:45:00,,,,,,,"Week of Proper 11

Eucharist

Continuous
Genesis 18:1-15; (21:1-7) 
Psalm 116:1, 10-17
Romans 5:1-8
Matthew 9:35-10:8 (9-23) 

Thematic
Exodus 19:2-8a
Psalm 100
Romans 5:1-8
Matthew 9:35-10:8 (9-23) 

Daily Prayer
Jeremiah 7:1-16
Acts 23:12-35
Luke 7:36-8:3
",,,Normal,,Normal,3
Monday of Pentecost 5,16/06/2008,00:00:00,17/06/2008,00:00:00,TRUE,FALSE,15/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 21:1-16
Psalm 5:1-6
Matthew 5:38-42

Daily Prayer
Numbers 9:15-23; 10:29-36
Romans 1:1-15
Matthew 17:14-21
",,,Normal,,Normal,3
Tuesday of Pentecost 5,17/06/2008,00:00:00,18/06/2008,00:00:00,TRUE,FALSE,16/06/2008,23:45:00,,,,,,,"Daily Eucharist
1 Kings 21:17-20
Psalm 51:1-11
Matthew 5:43-48

Daily Prayer
Numbers 11:1-23
Romans 1:16-25
Matthew 17:22-27
",,,Normal,,Normal,3
"Bernard Mizeki,  Martyr,  1896 [6] Red",18/06/2008,00:00:00,19/06/2008,00:00:00,TRUE,FALSE,17/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 2:1, 6-14
Psalm 31:19-24
Matthew 6:1-6, 16-18

Daily Prayer
Numbers 11:24-33 (34-35) 
Romans 1:28-2:11
Matthew 18:1-9
",,,Normal,,Normal,3
Thursday of Pentecost 5,19/06/2008,00:00:00,20/06/2008,00:00:00,TRUE,FALSE,18/06/2008,23:45:00,,,,,,,"Daily Eucharist
Sirach 48:1-14
Psalm 97
Matthew 6:7-15

Daily Prayer
Numbers 12:1-16
Romans 2:12-24
Matthew 18:12-20
",,,Normal,,Normal,3
Friday of Pentecost 5,20/06/2008,00:00:00,21/06/2008,00:00:00,TRUE,FALSE,19/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 11:1-4, 9-20
Psalm 132:11-19
Matthew 6:19-23

Daily Prayer
Numbers 13:1-3, 21-30
Romans 2:25-3:8
Matthew 18:21-35
",,,Normal,,Normal,3
Saturday of Pentecost 5,21/06/2008,00:00:00,22/06/2008,00:00:00,TRUE,FALSE,20/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Chronicles 24:17-25
Psalm 89:19-33
Matthew 6:24-34

Daily Prayer
Numbers 13:31-14:25
Romans 3:9-20
Matthew 19:1:12
",,,Normal,,Normal,3
Pentecost 6 [3] Green / SPB Trinity 5,22/06/2008,00:00:00,23/06/2008,00:00:00,TRUE,FALSE,21/06/2008,23:45:00,,,,,,,"Week of Proper 12

Eucharist

Continuous
Genesis 21:8-21
Psalm 86:1-10, 16-17
Romans 6:1b-11
Matthew 10:24-39

Thematic
Jeremiah 20:7-13
Psalm 69:8-11, (12-17) , 18-20
Romans 6:1b-11
Matthew 10:24-39

Daily Prayer
Jeremiah 10:1-16
Acts 27:1-12
Luke 8:26-39
",,,Normal,,Normal,3
"Alban,  Martyr [6] Red (translated from 22 June) (Installation of the Bishop of Edinburgh,  2001) ",23/06/2008,00:00:00,24/06/2008,00:00:00,TRUE,FALSE,22/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 17:5-8:13-18
Psalm 60
Matthew 7:1-5

Daily Prayer
Numbers 16:1-19
Romans 3:21-31
Matthew 19:13-22
",,,Normal,,Normal,3
The Birth of John the Baptist [4] White,24/06/2008,00:00:00,25/06/2008,00:00:00,TRUE,FALSE,23/06/2008,23:45:00,,,,,,,"Eucharist
Isaiah 40:1-11
Psalm 85:7-13
Acts 13:14b-26 or Galatians 3:23-29
Luke 1:57-66 (67-79) 80

Daily Prayer
Morning:
Malachi 3:1-5
John 3:22-30

Evening:
Malachi 4:1-6
Matthew 11:2-19
",,,Normal,,Normal,3
