Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
The Beheading of John the Baptist [4] Red,29/08/2008,,,,TRUE,,3
Saturday of Pentecost 15,30/08/2008,,,,TRUE,,3
Pentecost 16 [3] Green / SPB Trinity 15,31/08/2008,,,,TRUE,,3
"Aidan of Lindisfarne, Bishop, 651 [6] White",01/09/2008,,,,TRUE,,3
"The Martyrs of New Guinea, 1942 [6] Red",02/09/2008,,,,TRUE,,3
"Gregory the Great, Bishop and Teacher of the Faith [6] White",03/09/2008,,,,TRUE,,3
Thursday of Pentecost 16,04/09/2008,,,,TRUE,,3
Friday of Pentecost 16,05/09/2008,,,,TRUE,,3
Saturday of Pentecost 16,06/09/2008,,,,TRUE,,3
Pentecost 17 [3] Green / SPB Trinity 16,07/09/2008,,,,TRUE,,3
"The Birth of Mary, Mother of the Lord [5] White",08/09/2008,,,,TRUE,,3
Tuesday of Pentecost 17,09/09/2008,,,,TRUE,,3
Wednesday of Pentecost 17,10/09/2008,,,,TRUE,,3
Thursday of Pentecost 17,11/09/2008,,,,TRUE,,3
Friday of Pentecost 17,12/09/2008,,,,TRUE,,3
"Cyprian of Carthage, Bishop and Martyr, 258 [6] Red",13/09/2008,,,,TRUE,,3
Pentecost 18 [3] Green / SPB Trinity 17,14/09/2008,,,,TRUE,,3
Holy Cross Day [5] White or Red (translated from 14 September),15/09/2008,,,,TRUE,,3
"Ninian of Whithorn, Bishop, c.430 [4] White",16/09/2008,,,,TRUE,,3
"Hildegard of Bingen, Abbess, 1179 [6] White",17/09/2008,,,,TRUE,,3
Thursday of Pentecost 18,18/09/2008,,,,TRUE,,3
Friday of Pentecost 18,19/09/2008,,,,TRUE,,3
"John Coleridge Patteson, Bishop and Martyr, 1871 [6] Red",20/09/2008,,,,TRUE,,3
Pentecost 19 [3] Green / SPB Trinity 18,21/09/2008,,,,TRUE,,3
"Matthew, Apostle and Evangelist [4] Red (translated from 21 September) (Ordination of the Bishop of Aberdeen and Orkney, 2007)",22/09/2008,,,,TRUE,,3
"Adamnan of Iona, Abbot, 704 [6] White",23/09/2008,,,,TRUE,,3
Wednesday of Pentecost 19,24/09/2008,,,,TRUE,,3
"Finnbar of Caithness, Bishop, c.610 [6] White (Ordination of the Bishop of Moray, 1999)",25/09/2008,,,,TRUE,,3
Friday of Pentecost 19,26/09/2008,,,,TRUE,,3
"Vincent de Paul, Priest, 1660 [6] White",27/09/2008,,,,TRUE,,3
Pentecost 20 [3] Green / SPB Trinity 19,28/09/2008,,,,TRUE,,3
Michael and All Angels [4] White,29/09/2008,,,,TRUE,,3
"Jerome, Priest and Teacher of the Faith, 420 [6] White",30/09/2008,,,,TRUE,,3
