Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
Saturday after Pentecost 16,18/09/2010,00:00:00,19/09/2010,00:00:00,TRUE,FALSE,17/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 17 [3] Green; SPB Trinity 16,19/09/2010,00:00:00,20/09/2010,00:00:00,TRUE,FALSE,18/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"John Coleridge Patteson, Bishop and Martyr, 1871 [6] Red",20/09/2010,00:00:00,21/09/2010,00:00:00,TRUE,FALSE,19/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Matthew, Apostle and Evangelist [4] Red",21/09/2010,00:00:00,22/09/2010,00:00:00,TRUE,FALSE,20/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Wednesday after Pentecost 17 (Ordination of the Bishop of Aberdeen, 2007)",22/09/2010,00:00:00,23/09/2010,00:00:00,TRUE,FALSE,21/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Adamnan of Iona, Abbot, 704 [6] White",23/09/2010,00:00:00,24/09/2010,00:00:00,TRUE,FALSE,22/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Friday after Pentecost 17,24/09/2010,00:00:00,25/09/2010,00:00:00,TRUE,FALSE,23/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Finnbar of Caithness, Bishop, c.610 [6] White",25/09/2010,00:00:00,26/09/2010,00:00:00,TRUE,FALSE,24/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 18 [3] Green; SPB Trinity 17,26/09/2010,00:00:00,27/09/2010,00:00:00,TRUE,FALSE,25/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Vincent de Paul, Priest, 1660 [6] White",27/09/2010,00:00:00,28/09/2010,00:00:00,TRUE,FALSE,26/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Tuesday after Pentecost 18,28/09/2010,00:00:00,29/09/2010,00:00:00,TRUE,FALSE,27/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Michael and All Angels [4] White,29/09/2010,00:00:00,30/09/2010,00:00:00,TRUE,FALSE,28/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Jerome, Priest and Teacher of the Faith, 420 [6] White",30/09/2010,00:00:00,01/10/2010,00:00:00,TRUE,FALSE,29/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Gregory the Enlightener, Bishop, c.332 [6] White",01/10/2010,00:00:00,02/10/2010,00:00:00,TRUE,FALSE,30/09/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 18,02/10/2010,00:00:00,03/10/2010,00:00:00,TRUE,FALSE,01/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 19 [3] Green; SPB Trinity 18,03/10/2010,00:00:00,04/10/2010,00:00:00,TRUE,FALSE,02/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Francis of Assisi, Deacon and Friar, 1226 [6] White",04/10/2010,00:00:00,05/10/2010,00:00:00,TRUE,FALSE,03/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Tuesday after Pentecost 19,05/10/2010,00:00:00,06/10/2010,00:00:00,TRUE,FALSE,04/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Wednesday after Pentecost 19,06/10/2010,00:00:00,07/10/2010,00:00:00,TRUE,FALSE,05/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Thursday after Pentecost 19,07/10/2010,00:00:00,08/10/2010,00:00:00,TRUE,FALSE,06/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Alexander Penrose Forbes, Bishop, 1875 [6] White (Ordination of the Bishop of Brechin, 2005)",08/10/2010,00:00:00,09/10/2010,00:00:00,TRUE,FALSE,07/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 19,09/10/2010,00:00:00,10/10/2010,00:00:00,TRUE,FALSE,08/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 20 [3] Green; SPB Trinity 19,10/10/2010,00:00:00,11/10/2010,00:00:00,TRUE,FALSE,09/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Kenneth, Abbot, 600 [6] White",11/10/2010,00:00:00,12/10/2010,00:00:00,TRUE,FALSE,10/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Elizabeth Fry, 1845 [6] White",12/10/2010,00:00:00,13/10/2010,00:00:00,TRUE,FALSE,11/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Wednesday after Pentecost 20 (Ordination of the Bishop of Moray, 2007)",13/10/2010,00:00:00,14/10/2010,00:00:00,TRUE,FALSE,12/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Thursday after Pentecost 20,14/10/2010,00:00:00,15/10/2010,00:00:00,TRUE,FALSE,13/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Teresa of Avila, Teacher of the Faith, 1582 [6] White",15/10/2010,00:00:00,16/10/2010,00:00:00,TRUE,FALSE,14/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 20,16/10/2010,00:00:00,17/10/2010,00:00:00,TRUE,FALSE,15/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 21 [3] Green; SPB Trinity 20,17/10/2010,00:00:00,18/10/2010,00:00:00,TRUE,FALSE,16/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Luke, Evangelist [4] Red",18/10/2010,00:00:00,19/10/2010,00:00:00,TRUE,FALSE,17/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Henry Martyn, Priest and Missionary, 1812 [6] White",19/10/2010,00:00:00,20/10/2010,00:00:00,TRUE,FALSE,18/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Ignatius of Antioch, Bishop and Martyr, c.115 [6] Red (translated from 17 October)",20/10/2010,00:00:00,21/10/2010,00:00:00,TRUE,FALSE,19/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Thursday after Pentecost 21,21/10/2010,00:00:00,22/10/2010,00:00:00,TRUE,FALSE,20/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Friday after Pentecost 21,22/10/2010,00:00:00,23/10/2010,00:00:00,TRUE,FALSE,21/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"James of Jerusalem, Martyr, c.62 [6] Red",23/10/2010,00:00:00,24/10/2010,00:00:00,TRUE,FALSE,22/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 22 [3] Green; SPB Trinity 21 (Fifth Sunday before Advent),24/10/2010,00:00:00,25/10/2010,00:00:00,TRUE,FALSE,23/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Monday after Pentecost 22,25/10/2010,00:00:00,26/10/2010,00:00:00,TRUE,FALSE,24/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Tuesday after Pentecost 22,26/10/2010,00:00:00,27/10/2010,00:00:00,TRUE,FALSE,25/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Wednesday after Pentecost 22,27/10/2010,00:00:00,28/10/2010,00:00:00,TRUE,FALSE,26/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Simon and Jude, Apostles [4] Red",28/10/2010,00:00:00,29/10/2010,00:00:00,TRUE,FALSE,27/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"James Hannington, Bishop and Companions, Martyrs, 1885 [6] Red",29/10/2010,00:00:00,30/10/2010,00:00:00,TRUE,FALSE,28/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 22,30/10/2010,00:00:00,31/10/2010,00:00:00,TRUE,FALSE,29/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 23 [3] Green; SPB Trinity 22 (Fourth Sunday before Advent),31/10/2010,00:00:00,01/11/2010,00:00:00,TRUE,FALSE,30/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
ALL SAINTS [2] White,01/11/2010,00:00:00,02/11/2010,00:00:00,TRUE,FALSE,31/10/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"All Souls [5] Violet or White (Ordination of the Bishop of Edinburgh, 1993)",02/11/2010,00:00:00,03/11/2010,00:00:00,TRUE,FALSE,01/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White",03/11/2010,00:00:00,04/11/2010,00:00:00,TRUE,FALSE,02/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Thursday after Pentecost 23,04/11/2010,00:00:00,05/11/2010,00:00:00,TRUE,FALSE,03/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Friday after Pentecost 23,05/11/2010,00:00:00,06/11/2010,00:00:00,TRUE,FALSE,04/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 23,06/11/2010,00:00:00,07/11/2010,00:00:00,TRUE,FALSE,05/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Pentecost 24 [3] Green; SPB Trinity 23 (Third Sunday before Advent),07/11/2010,00:00:00,08/11/2010,00:00:00,TRUE,FALSE,06/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Willibrord, Bishop and Missionary, 739 [6] White (translated from 7 November)",08/11/2010,00:00:00,09/11/2010,00:00:00,TRUE,FALSE,07/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"George Hay Forbes, Priest, 1875 [6] White",09/11/2010,00:00:00,10/11/2010,00:00:00,TRUE,FALSE,08/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Leo the Great, Bishop and Teacher of the Faith, 461 [6] White",10/11/2010,00:00:00,11/11/2010,00:00:00,TRUE,FALSE,09/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Martin of Tours, Bishop, c.397 [6] White",11/11/2010,00:00:00,12/11/2010,00:00:00,TRUE,FALSE,10/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Machar, Bishop, c.600 [6] White",12/11/2010,00:00:00,13/11/2010,00:00:00,TRUE,FALSE,11/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 24,13/11/2010,00:00:00,14/11/2010,00:00:00,TRUE,FALSE,12/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Pentecost 25 [3] Green; SPB Trinity 24 (Second Sunday before Advent) (Ordination of Samuel Seabury, Bishop, 1784)",14/11/2010,00:00:00,15/11/2010,00:00:00,TRUE,FALSE,13/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Monday after Pentecost 25,15/11/2010,00:00:00,16/11/2010,00:00:00,TRUE,FALSE,14/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Margaret of Scotland, 1093 [4] White",16/11/2010,00:00:00,17/11/2010,00:00:00,TRUE,FALSE,15/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Hilda of Whitby, 680 and Hugh of Lincoln, Bishop, 1200 [6] White",17/11/2010,00:00:00,18/11/2010,00:00:00,TRUE,FALSE,16/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Fergus, Bishop, c.750 [6] White",18/11/2010,00:00:00,19/11/2010,00:00:00,TRUE,FALSE,17/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Friday after Pentecost 25,19/11/2010,00:00:00,20/11/2010,00:00:00,TRUE,FALSE,18/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after Pentecost 25,20/11/2010,00:00:00,21/11/2010,00:00:00,TRUE,FALSE,19/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent),21/11/2010,00:00:00,22/11/2010,00:00:00,TRUE,FALSE,20/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Cecilia, Martyr, c.230 [6] White",22/11/2010,00:00:00,23/11/2010,00:00:00,TRUE,FALSE,21/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Clement of Rome, Bishop and Martyr, c.100 [6] Red",23/11/2010,00:00:00,24/11/2010,00:00:00,TRUE,FALSE,22/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Lucy Menzies, 1954 [6] White",24/11/2010,00:00:00,25/11/2010,00:00:00,TRUE,FALSE,23/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
"Columban, Bishop, 615 [6] White (translated from 21 November)",25/11/2010,00:00:00,26/11/2010,00:00:00,TRUE,FALSE,24/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Friday after the Last Sunday after Pentecost,26/11/2010,00:00:00,27/11/2010,00:00:00,TRUE,FALSE,25/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
Saturday after the Last Sunday after Pentecost,27/11/2010,00:00:00,28/11/2010,00:00:00,TRUE,FALSE,26/11/2010,23:45:00,,,,,,,,,,Normal,,Normal,3
